10000 3
-5777 -9680 7860 
603 92 -2992 
7277 7358 3682 
9208 1324 5149 
1722 7015 -6683 
4625 -625 5884 
8541 -9141 6985 
204 -678 5964 
-475 -2481 -29 
-1589 5591 -3815 
9493 -9443 -1189 
-920 3483 -9860 
-4770 -8652 -5122 
1977 -2350 -7036 
5429 7879 4482 
9851 1495 -5527 
7623 -4070 -8748 
-7651 -7097 -1670 
-5042 6067 2649 
8932 -1451 -3457 
-725 -7624 -3230 
3570 -7763 7898 
-887 -4099 2328 
4983 -1321 -5570 
-5343 -3426 5936 
3587 1153 9443 
-4167 5940 -9768 
6451 -1353 3780 
-85 -693 9071 
2165 8115 1768 
-335 1686 -715 
5474 -4629 -3107 
6774 4768 4942 
6297 -670 1562 
6432 9754 3722 
8001 9884 6579 
5382 -9536 454 
-5612 -690 4069 
-9868 -830 -4816 
-8606 2004 763 
-1172 -6569 -7290 
1165 -6139 1740 
3678 5792 8232 
-9399 7572 -7702 
6408 -6084 4763 
-5388 2559 6607 
208 119 3621 
-9716 -7361 -7966 
6103 -8964 -2704 
-1480 5387 -1162 
317 -3801 959 
-8703 6039 -8621 
-9605 8970 -1203 
3726 3999 792 
5261 -8314 -4887 
6494 -3048 12 
-2155 -9022 -2811 
-1523 -2140 2790 
-3152 -7069 930 
-7051 7339 -7595 
3010 -1552 -2635 
5882 3008 -1147 
6473 -1058 -3532 
-7537 -9821 9341 
8232 -8889 -1691 
-8025 -4739 3604 
7419 -3527 85 
-7055 -1961 -7549 
-5123 4207 308 
-1556 -9388 -9992 
2081 -2786 6474 
-4724 6841 -1669 
6683 -6251 26 
-4189 4378 -706 
-552 -580 8119 
4932 -9831 -6034 
-1954 9235 -4030 
6170 -636 9358 
-353 -6935 3965 
6751 -9423 -8120 
-2728 6892 -1852 
4050 -8042 8291 
6825 3889 -9027 
4266 -8513 3058 
-8098 -6712 -4031 
-1589 -9819 -7882 
5498 -6591 -8540 
-6485 -5150 -6143 
3220 -2505 -7213 
-4792 6735 698 
1912 -1621 -1844 
8328 3391 9008 
-8179 9206 -7173 
9319 8959 -9087 
-6730 -1026 -1412 
4061 123 -2961 
2246 -2482 -3752 
5517 8724 2578 
-6576 -4612 -1783 
-1752 9086 -1421 
-1559 -1716 -8253 
-2272 8127 9139 
6184 9323 180 
-8131 4357 3090 
-2602 -533 6440 
399 -4885 -3286 
-8308 -2144 -5640 
-5688 8553 -9196 
-902 6624 -1012 
1706 -2190 -4025 
2898 2355 2574 
4413 7644 -6128 
-1406 635 6891 
-6008 -7435 9347 
-8948 -3736 -3416 
6506 -7999 -6242 
4365 -5798 2528 
-3879 -3465 -2905 
3905 -9104 4709 
-9169 7953 -879 
4387 -2518 -9305 
738 9699 1168 
5829 6546 862 
-9223 -1289 4523 
4080 -9532 7324 
2779 -7396 -5153 
9728 7271 9505 
6269 8833 6997 
-9620 6284 -1810 
6398 -2202 -6856 
-1099 7317 -2097 
9966 5131 -3232 
-160 -1026 7009 
5353 1753 5236 
7646 -2393 7927 
4521 -5051 -9679 
6919 -3928 -3485 
6584 -8799 -5602 
-6836 2440 9540 
-7106 -9943 -2623 
9385 3748 -1412 
872 -2427 936 
-5742 811 -869 
3255 -1666 5663 
-4133 9046 -1863 
6238 1253 -6038 
-9528 1674 3345 
-1393 -4959 -3215 
-6114 -3082 -606 
-3520 -1435 8988 
5216 -5225 4700 
7925 -3523 2782 
-7873 -697 4003 
9134 3782 -4059 
-6590 -5974 -4882 
7410 2242 5838 
7247 -9547 9507 
6307 9865 7880 
3107 -2291 -671 
9885 5357 864 
1555 747 -2512 
5736 -5682 -2020 
3460 -4490 -420 
6349 -9787 5838 
-5363 -7378 -789 
-5938 -1236 -7635 
9007 -1149 6067 
8373 5215 9610 
5900 3687 -1747 
3667 -8828 8575 
-349 -6837 -5927 
-9291 -2757 67 
6861 7080 -5622 
-46 3631 6535 
-2347 5764 -6724 
2384 6916 8571 
731 2205 -2527 
-8788 -3861 -1308 
8227 -9700 6874 
8586 -9584 -5237 
-2534 -9083 -2025 
-6166 -4733 -5510 
1787 5462 -9926 
7019 9766 8528 
869 -1808 -3682 
8012 -3552 5896 
-3575 1616 -6574 
9251 -3514 -9276 
-8477 3380 8791 
2691 -5785 8032 
-4998 4551 8821 
8390 7045 3412 
8850 -9189 -8915 
825 9026 6899 
-9826 2293 9473 
830 -9707 7338 
-9536 6048 -3584 
-2322 2179 3714 
8937 6633 -6453 
-8190 -6477 5758 
1771 -4720 1524 
8590 -3349 2214 
-6076 3915 1386 
9361 8074 1761 
-2167 1012 4037 
6961 -5640 3352 
-23 -3461 -6518 
-9723 2632 630 
6737 3157 9874 
7547 5551 1434 
-8281 8556 -1483 
5307 -8031 -8536 
5894 -9448 -104 
3057 2787 3366 
-6446 1815 -6159 
9445 -3451 -6348 
3230 7761 1097 
-5647 7695 4870 
-6654 4195 1973 
7991 9723 3761 
-252 -2855 3543 
-4992 -4807 6622 
-1507 968 -9921 
-501 -8247 -8139 
-6325 129 6270 
-7396 -781 5267 
-5134 -7222 8709 
-439 -409 -2430 
-7557 -2948 -6853 
-1940 -9435 -292 
1801 9616 -7003 
-358 5863 321 
8352 8603 -3492 
-1401 2140 -6403 
-8769 -8013 3902 
4624 -1871 -2254 
-3576 -8272 8900 
6146 9024 -966 
6327 -9209 5227 
9903 -2144 -1289 
4777 -1925 -8708 
-7834 7459 -4212 
-8049 72 -6850 
-4893 -5635 -8681 
-8370 -2526 -5737 
9680 6362 3012 
-4345 7023 8603 
-3871 -2629 -9983 
5262 -224 7358 
-4531 6952 -6514 
-7602 6056 -6577 
2203 1342 1930 
9103 -6420 8294 
62 45 1710 
3200 -7748 3814 
-7623 -5026 -4580 
-3736 4605 5286 
1681 8900 -3231 
6477 2053 7120 
-4868 6955 -9561 
8925 -3078 7181 
-6712 8820 -3945 
7796 -304 -891 
-6338 3274 9267 
-9624 8029 996 
2642 -1860 -6738 
5140 4250 9848 
-3392 -6523 -3020 
-5671 -1646 -4723 
7149 965 -1194 
-1128 7515 -937 
-4023 -6774 4854 
-4137 3330 -9435 
3227 1286 3846 
-4934 8241 -5665 
626 8140 4869 
3092 -1711 -7851 
8117 -5003 2768 
7700 9243 -6013 
4053 -5029 -4277 
1784 -2840 -7639 
6732 -7035 -9486 
6708 -9485 7702 
-1267 -9946 6205 
5741 942 8317 
-3251 772 -7948 
-9035 -4317 -8926 
7784 2346 2012 
4523 7758 -3107 
2454 6723 9735 
-3817 4491 -4814 
901 -8815 -1743 
-4414 -1706 7686 
-1391 -4565 3448 
-1749 4740 -5547 
8741 -5746 3244 
-1584 -4197 -3355 
3306 861 2535 
5904 -8141 8181 
9208 -3215 -4465 
-4441 8067 1167 
5185 1912 6802 
-1068 97 6405 
1810 -2529 -8985 
-2511 8046 -8237 
-7045 3840 -570 
-9659 -5209 5624 
2508 5546 6749 
4321 8331 4578 
2073 -3387 430 
-4977 -7120 3707 
-3441 -1339 8815 
9895 5068 -6363 
734 424 -2518 
7706 -8992 9603 
-9696 -6226 -7581 
3070 -5514 -209 
-7544 29 5380 
2192 -3149 -7996 
-2276 -9525 9338 
9157 3191 -573 
-3540 1858 -5753 
8379 8622 8391 
1439 -96 6292 
-6929 -7473 820 
6373 -4071 -6596 
-6863 -1651 -865 
7349 2588 -8282 
7667 -2479 -105 
7782 7341 2256 
9568 9348 -8316 
-6466 -5431 -4657 
2246 -4112 3955 
-879 8212 2914 
-34 -7640 -5582 
-4803 7167 225 
482 5569 8894 
-6701 -943 -3645 
3918 -7534 4874 
-4508 -4454 -2196 
-7875 9522 651 
-7772 -8128 5457 
-8294 -2776 -4253 
-2770 4078 -9732 
-8010 9154 9138 
287 5338 3689 
8513 -5233 -1902 
4732 5766 -4955 
8150 -947 -8349 
-9414 -988 -5737 
9938 1902 3891 
8942 3481 -5755 
15 7507 6389 
5869 7212 3598 
8196 -8121 4953 
-9655 1477 -8529 
-9072 -3170 -804 
5676 -1360 -3869 
-2903 -395 9160 
3560 2481 4431 
-7583 -8577 6712 
37 -5539 -1624 
-1832 9879 1896 
-4135 -1459 3789 
-8577 8886 -2831 
6199 -1118 2566 
-9534 7773 4973 
-6749 7308 -8272 
-8651 -8498 2667 
7866 6641 -4444 
-9257 8522 -8082 
-8645 -6025 8079 
4498 -4847 -4129 
-2775 -649 6280 
-3292 2595 -7595 
-2772 4844 4051 
2496 8340 -6993 
917 -983 -831 
3872 7936 -8062 
-6604 -1704 -669 
-2434 9927 -9268 
8981 -5925 -2341 
2898 1678 466 
-3685 5310 4351 
-2645 143 -8922 
-2590 -6853 -5803 
9871 -4879 -7181 
795 7340 -7688 
2582 7108 -940 
-2867 1446 -5457 
6621 9494 -6649 
4041 6008 -2078 
1179 7131 3628 
4569 -7219 7728 
1566 -4130 -9890 
3789 -7751 6531 
-7404 4622 7681 
3770 7332 -728 
-3615 -4952 108 
3432 -5853 -8401 
-8082 9557 -2853 
-6554 9891 -2289 
2612 4490 1355 
-3910 944 -4610 
-4818 3331 601 
-3887 -5073 -2594 
2876 1849 -2002 
-5605 7044 -8303 
-5704 6592 -5110 
-402 -942 9565 
-903 -8018 4409 
-2256 -7798 -33 
-2285 1447 -2892 
-4783 2725 -9769 
-7846 -617 4216 
4677 8465 -5818 
1900 -5759 -2917 
3786 5666 6969 
3349 -7212 -3690 
7041 5516 -1914 
-3680 9266 41 
-4109 -2837 -2475 
5445 -851 -3197 
9691 -8641 -1394 
-1681 2302 -7462 
5032 -7507 -7137 
5026 5460 -2746 
8047 8531 4030 
-8266 1618 6216 
-698 -3251 2763 
-4090 -7186 5395 
9704 -7809 -9034 
6354 -5225 6610 
-7046 5136 1584 
-7073 4167 7038 
9375 -7983 5054 
4694 -8737 -373 
-4623 -6080 3169 
-5293 -7975 1632 
-592 4101 -3138 
-7201 -8945 -2539 
5438 -9596 5421 
125 5872 5433 
2308 514 6435 
-7329 7872 8610 
-7675 4980 7893 
1858 -721 3593 
-5768 -1539 -9485 
805 -5099 -1769 
2703 -2039 1554 
4050 4422 -4620 
-1882 -7708 152 
4293 -1928 6842 
9611 3798 -9442 
9033 -345 2303 
-6391 7842 -3190 
8772 -1792 2681 
-486 5367 4228 
-5848 3397 -197 
560 -2810 -4025 
-4582 -3581 -8021 
624 -8710 -2800 
-172 1772 -8000 
-9336 -2449 -8880 
3053 -2852 7250 
7410 9738 -8772 
2893 -6001 4349 
-8216 1287 -9482 
1112 8105 4132 
-5364 8639 1008 
-816 5215 7500 
-767 7595 -8399 
3805 98 8979 
2234 -4151 -8041 
-3245 7586 -9758 
-6946 -8090 899 
290 -6586 9913 
-6057 9136 9910 
-4551 -6424 -7568 
-2769 8754 -4176 
3355 9524 1418 
-6429 6814 7329 
7622 -2461 6116 
-3667 9426 6014 
790 -1618 -8071 
4822 -4221 -8798 
-6445 -3284 -5774 
1256 -5155 -2901 
990 -9429 6300 
-1392 9938 -2379 
4593 1594 -4133 
4574 7584 -8742 
3699 -6742 4506 
-7753 -444 -7874 
8584 -3702 -1686 
-991 1041 4282 
616 4086 7440 
-3443 304 -4584 
708 -721 9327 
-8212 -1895 8462 
-1663 8667 7429 
-9925 -3534 -5306 
-9705 -1015 1418 
-7160 1085 3229 
-8636 6255 -6161 
-7697 7344 -6367 
935 4074 -7958 
4801 -472 -8924 
-2052 1726 -9753 
-8897 8450 2136 
7335 2945 9047 
-7006 3562 3705 
-7058 -3169 3839 
6911 5997 -477 
8817 -2660 3148 
-1376 -4799 -1486 
3211 -4056 4435 
5939 8187 3826 
4466 -2448 1000 
1165 -4763 6811 
-8804 2734 2096 
5881 -181 5703 
-4742 -1419 -5149 
-3311 -7804 8609 
7742 6300 4008 
-3931 -7733 2604 
9962 5281 1191 
-2774 -6706 8050 
6063 9 -2014 
-5103 8763 4343 
-3883 3314 -4001 
-3623 4576 7311 
3753 7445 3767 
3609 2989 -6587 
-8467 -6685 6471 
-3884 5953 -4273 
3532 -6781 -7619 
-1516 4471 1165 
5631 8049 -6505 
-9165 4181 -1424 
-6882 7245 -3976 
-5723 7825 693 
3892 -9833 -2325 
5355 474 -5288 
8646 -8640 -7061 
-1134 -5236 -5339 
8562 -6852 4890 
1977 -6133 200 
7747 -8098 8135 
2436 664 -1138 
1656 4775 -3628 
7546 7058 2753 
-562 -1810 -7754 
-7814 6845 8495 
-1677 -4308 -1338 
4172 4079 7099 
-3158 -5383 -1099 
-1302 4418 6809 
-3826 -8973 -1242 
3351 8652 9368 
901 283 -563 
-542 -476 9775 
-8218 8721 -8839 
-7478 -3648 5105 
542 2712 -8161 
1967 -9408 -2048 
-8422 4150 2008 
-4631 -4738 -6082 
-2207 -3728 -3194 
3913 -691 -499 
-3082 -9106 -1672 
1689 5583 953 
1994 8463 73 
-7957 -5685 7457 
3164 8643 -896 
8311 -9191 -8182 
-6050 2811 -3019 
-7757 -7037 8890 
-4810 -8032 6272 
8068 3456 -7817 
-1103 -4261 6845 
-5077 1003 -7689 
-5213 2974 -4368 
-5024 -7112 -5265 
1658 4086 4818 
9355 1556 -4188 
-59 7446 -4069 
5807 -4614 -3722 
1880 8187 -4555 
8339 8635 326 
654 -1936 7255 
-6001 -6696 1930 
-6225 5544 4291 
5803 8673 -3766 
-5641 8528 -3930 
-2045 -4948 6292 
-259 5948 6643 
-5076 -7045 -1086 
-5641 7739 1112 
8019 5097 1212 
-1049 -2792 3666 
5328 463 -5476 
7355 4420 -8942 
-8008 717 1476 
3876 2949 5006 
6965 8734 7665 
-6676 -7610 7960 
8924 -7596 -4601 
-6804 4530 1209 
5175 9551 -5999 
9298 -2726 8939 
-5603 -6010 -7214 
9759 -9777 -5300 
-6709 545 -7651 
5269 9052 -2037 
8469 -4878 7978 
8696 2103 -2121 
6991 -3801 152 
2103 -506 9323 
6212 -494 -9099 
-3847 -4240 -2880 
-1510 9511 7331 
9384 -4704 -8955 
2162 -5319 -897 
6384 478 353 
9938 -5878 1421 
-7250 2235 -8457 
4925 -1454 -6983 
1107 -5121 3088 
-7433 5168 -3917 
-6998 -4192 3614 
668 -7231 -6677 
2070 -493 6937 
-2793 -1231 234 
2704 718 5788 
-790 8151 4238 
8738 -2673 -5812 
-2462 1353 -531 
2586 8960 1222 
-2960 -7400 -8411 
-4262 1355 -3622 
-5396 -4513 -3283 
-4743 -6249 -9273 
-2959 -2048 -52 
2025 1953 -2990 
-5582 -3497 -245 
8019 -6566 8569 
9340 -6937 -5033 
-4273 -7417 -3867 
1151 1724 -7213 
8916 1085 9839 
2972 5733 -7787 
9652 -2618 -9809 
-7903 4833 3804 
-3009 -2838 7700 
-517 4199 -2079 
6738 5491 -6697 
6228 9707 -2036 
-722 584 -6983 
-7596 -1625 8211 
-3823 -4442 -7255 
-9617 991 -8016 
-4152 3624 -7016 
-3124 -9485 -7285 
-6345 -3327 -1018 
-4116 2171 6247 
-5949 6123 968 
8974 -9946 -1125 
-890 7653 -4560 
8429 4664 -7334 
9706 3478 -6805 
1771 4459 2591 
9736 -3073 -8752 
-6065 -7814 1597 
6498 3113 -9240 
9875 433 4567 
-9966 -3777 -5021 
-3621 -4407 -316 
9663 -9289 5651 
-5910 5016 -8957 
-6328 5272 -4414 
2522 -4466 8519 
5855 -3762 9813 
-1704 7396 -4404 
-7536 -6016 -9998 
-2432 596 156 
130 819 6376 
-2744 -283 -1729 
-3684 1345 -7676 
-8993 -4525 -702 
-9499 -8929 7985 
-2807 8090 391 
4797 -649 1253 
-3009 -2483 -6326 
-2834 9459 8819 
9855 4315 -603 
6165 -576 1604 
9648 8347 9683 
3727 1249 3448 
-1173 7155 3247 
-4980 -2488 4272 
-3546 -5166 -7730 
-3204 8282 8642 
8747 -8384 -5727 
5180 -8193 2252 
-9726 1384 6798 
749 4809 -9050 
7515 -9800 2252 
-5054 1232 -1835 
8933 -7394 1206 
-8031 -3424 1101 
-1029 -5046 4359 
-7568 -8071 -6852 
-7864 -6115 -8015 
-1777 -2466 -1685 
6620 -8128 5970 
5699 8787 6777 
-9947 -2066 3120 
-6946 502 -7827 
428 -1818 -9324 
6533 4276 1544 
-9772 3143 8209 
-2722 -2535 -1714 
5470 -1342 -7034 
3100 682 -2659 
9025 4668 -9486 
-3175 6164 -5516 
6970 2737 -4096 
-9301 6496 5714 
4310 6742 7456 
-5314 -8653 4975 
-1385 -2487 9920 
-8712 7805 8660 
1151 9649 5566 
-6483 -8638 -2337 
8006 -6275 -6713 
-9199 -352 5520 
9079 6980 4163 
-3546 -8725 6761 
756 -7449 126 
-4620 5659 64 
-1409 -440 7137 
-2491 7011 -9603 
544 5657 -9334 
-1289 -9178 700 
8819 3607 6776 
4531 6244 -2950 
531 -4840 4472 
341 -8419 -7940 
-7069 -1353 2905 
807 -1763 7615 
-6837 -2151 -5906 
904 -3640 -8863 
-1231 -3394 -2857 
9392 -2716 9023 
-2249 -7005 -5477 
3001 2833 4269 
991 1773 -5023 
-6058 -2723 -6531 
9060 -4284 1852 
2073 -2984 -3206 
-2868 6664 -8243 
6255 -8427 -9515 
5904 -8770 -2453 
-1326 9654 8411 
7937 2837 -1928 
9005 9525 -2970 
-7025 -8098 3535 
-2498 944 1583 
-5433 9262 8522 
4523 -8523 4860 
5698 4189 -5770 
9546 1020 -5110 
-4451 382 7071 
-3356 6627 -3156 
8502 -7296 -2404 
4344 -271 -5859 
3657 7017 1458 
-8787 -6012 -6623 
3036 -5182 -5010 
-9685 4104 1963 
8493 -6215 -9903 
-7453 2511 -3906 
-2815 2620 4878 
8933 -746 3995 
9278 -3631 -9409 
-545 -979 7362 
107 1524 1769 
-8773 -8957 -3067 
6743 -3094 -6684 
5807 1609 -6191 
7487 -9579 -4427 
-5489 -2502 2272 
1161 -7801 1133 
-4921 -9692 -5268 
7287 -3276 -547 
-8589 -7337 1287 
-7228 7114 -4992 
-6310 -7254 -4935 
9258 -4536 5515 
-1897 -6975 -342 
6381 -221 -2574 
-1764 3478 6879 
3764 5051 196 
-8067 -4676 -9551 
-1816 8199 1985 
-1373 5685 978 
9904 546 -2316 
-945 -7598 -9989 
-2563 -8421 4887 
-9089 -2493 -2528 
-4912 4486 3817 
-1128 3763 -6593 
-3818 -4493 8581 
567 -4995 -6988 
-5200 8210 8885 
3092 4152 197 
-8023 -5787 6392 
-1764 -2341 5720 
8236 -1678 -9352 
8054 1614 4988 
6021 -7748 5195 
7581 7812 671 
7880 9135 -6931 
5268 -217 -1604 
8221 -3153 -5243 
666 -5478 -7588 
6066 -9418 9563 
8664 -554 -6153 
180 -6301 -3513 
1862 1919 1252 
6463 4817 4263 
9361 -166 9488 
-2841 4126 5390 
-34 -5635 6526 
-5556 -5729 -3297 
6874 2203 9956 
1989 -1387 -6451 
-8675 9305 -4995 
-9772 -3833 -8331 
-32 -7333 9930 
337 -5567 -4815 
-5461 -4668 -8971 
9883 3570 9983 
-7846 7573 9504 
1224 4243 1517 
-6790 -3149 5614 
7541 7529 -2212 
9799 -8034 4138 
-5574 -5815 1175 
-6200 -4736 2664 
3122 -2622 9696 
-3380 2632 5345 
-4553 -4989 904 
3662 -6819 -5310 
-4024 3581 -1659 
-3727 9480 -9389 
-2565 6288 -6694 
-5983 -333 9136 
1656 -7129 -7483 
-7650 9688 -3933 
-1481 -1878 -3556 
-2789 -233 72 
2964 -9007 5558 
-6521 -1448 8214 
-9514 -9603 -5823 
3161 2462 1816 
-1505 -6317 6798 
-1519 -8013 -7519 
1380 1642 -5267 
9366 -9229 -2254 
1432 -9058 8842 
-2340 -711 9670 
3452 -7568 6904 
-2710 -409 -1735 
-1631 -4766 3025 
-2666 -4337 -3608 
-7366 -278 -8600 
-5522 1973 -8563 
-8320 -9815 -860 
-5852 -4565 613 
4013 440 6808 
5464 -4613 -3956 
-8276 -4052 630 
2845 107 -7211 
-420 8407 4719 
-1494 -9410 9077 
8017 6153 7253 
-6107 3713 -7533 
9116 -6311 -1884 
3633 -8485 2642 
3289 6867 -978 
2376 4772 -1349 
-6107 -3854 -9736 
6368 4427 4789 
-790 3185 1246 
-9184 -6792 -5206 
-2394 -8832 5309 
8588 -6929 -4691 
-1800 -6126 8905 
-8294 -1936 -6216 
-1003 -522 -9606 
5854 3367 -3045 
-345 -883 8096 
9950 -2384 -3110 
1911 -6477 -7512 
7019 -860 -9153 
-9739 1834 1332 
6624 -2867 409 
2226 -7393 9146 
-751 2558 1850 
7760 -2575 3972 
-4486 -5230 -6716 
4141 -7080 -5225 
-5572 -2954 6896 
-4699 9521 481 
-5457 7528 -1563 
-2523 9907 -1772 
9839 -7192 7513 
9454 -5885 -6174 
-5964 -9287 3660 
6669 2573 621 
-9486 -8210 4404 
8531 -7482 9750 
2860 -3241 -3365 
8443 2189 9957 
-2717 -6262 -7821 
-2095 -4795 766 
-8419 -3049 229 
6391 447 -4281 
-9330 -1445 -3310 
-9663 -7138 1165 
-1063 4277 9114 
9545 3574 3668 
-2430 -869 -4937 
4208 -9859 3524 
7673 1346 -2004 
-6470 -3707 2359 
-7689 708 -2388 
7033 2041 -7270 
513 -6412 -7042 
-3485 -2506 -2250 
4537 7395 -5447 
-4076 3326 5033 
-8697 -1310 7828 
9397 -8856 7196 
2186 1407 1822 
-4091 7632 -8019 
-5268 -6725 -3206 
-4645 -4316 -1196 
-6925 -8128 -3927 
9686 -3141 3406 
4384 -8033 -1536 
-3789 -9426 -1769 
-6522 5974 7988 
2044 -7842 2467 
2188 4413 9607 
-5191 -6370 1847 
-7915 2652 -5856 
1728 1006 -2191 
-8580 -9663 -8073 
-3734 4238 -2660 
5026 1028 -5182 
2633 7528 1375 
1229 -9940 -8713 
9674 -1265 -1637 
6265 5976 -2525 
-130 1690 5816 
1797 9959 -3745 
-5853 -3860 -2331 
-5171 -862 -7300 
-3954 -6748 -7114 
5121 -2908 -8703 
-3004 4965 6467 
-7764 6642 1589 
-1321 -7492 808 
9035 -7683 9240 
4700 8581 -7080 
-1586 -4014 5713 
-1485 7477 -9754 
-7502 -9510 170 
-195 9420 6380 
1048 6697 5332 
-973 5674 -2055 
6636 8562 -5266 
695 6409 -5103 
4028 -3089 -7915 
-208 -4512 6088 
-7731 -2484 -9378 
-6529 4839 9891 
1412 8338 -1984 
-4670 -6758 8969 
-9998 -4495 6451 
8268 6459 -6629 
-2770 4183 59 
2066 -312 -5497 
-2830 -7270 7447 
-84 7951 2632 
-5301 -3083 1154 
-4909 -6363 9321 
-1231 6875 5010 
9660 1945 -3483 
-6092 6635 -1478 
-1438 -7207 7022 
4578 -3781 -2975 
5563 -1231 -7469 
-9392 -1625 -7098 
-1284 -8488 -8907 
3288 -5554 9790 
4700 7284 7718 
4613 6624 2843 
5790 -3908 3838 
-5810 7204 3297 
-1783 6874 -2008 
-8589 -4318 -9260 
9181 4722 -8769 
4737 -5992 -6193 
1672 7708 5297 
-1364 -844 3662 
-2892 -6729 -4111 
-8304 -9461 7150 
-3897 -3496 -328 
7815 1218 4255 
-1663 -6079 2070 
-6096 2402 446 
1768 8404 6974 
-5879 5843 9456 
-2987 1620 -9516 
-7995 -3885 -6633 
4138 -177 1696 
-3474 -1851 3486 
8979 827 -3249 
5475 7501 -4361 
3459 2997 2726 
-5774 -9618 -1289 
6723 3393 5605 
-6700 -8339 8018 
2890 -552 4361 
4710 -6884 2932 
4365 1380 9640 
-3550 -1899 3598 
-2798 2541 -1935 
-2748 -2537 -2130 
5655 2878 9853 
3392 -4453 -3125 
-4861 7927 -187 
4036 -3745 -7415 
-3670 1670 -9230 
-8396 8916 7833 
-6798 5083 1927 
464 -1151 2588 
1434 4974 -2297 
-9431 9223 2093 
-878 2651 -9400 
6875 -2832 9621 
-2516 -166 2664 
9592 667 5690 
5751 3911 8035 
-6381 -1355 -9910 
-6228 -4919 -2704 
7217 3398 -2435 
6105 8830 9320 
7261 -3903 -5032 
6279 -115 3599 
6845 -9431 -8726 
-9435 -9182 -5160 
-2472 3388 -3602 
6726 1904 -5162 
3841 1427 8632 
920 5895 4426 
-722 -7025 1441 
4328 6910 -9418 
356 -1932 8384 
-8712 4864 -9585 
478 3448 1944 
-8640 -377 -2842 
-9491 -6632 2431 
193 -2551 -8579 
5281 4899 5932 
1680 -6735 -249 
-5033 9097 8415 
7762 -6193 568 
-77 -9708 -8696 
-9569 -4378 -9606 
6540 4727 3251 
-2487 1106 -5041 
-4541 -9424 1630 
-8401 2450 7249 
-3720 -53 9249 
-9046 1104 -6323 
-8999 7324 7768 
8867 -7229 3784 
8960 1289 6072 
-4946 4483 7579 
2795 8731 -861 
7636 461 7541 
5596 -9445 -556 
2595 1804 -5863 
-4810 6795 1907 
-2197 2186 5545 
2897 1845 5300 
-3720 7601 -4106 
-4886 -4222 5493 
7821 9623 -6057 
-8949 5819 9597 
1348 1488 -5848 
6761 -3988 -565 
3057 4223 -8988 
7415 -8921 -2009 
-6224 5720 -8251 
2307 -3387 -2222 
7359 -2613 7550 
-922 2335 7924 
-6892 -1843 3862 
-4789 -2941 -6526 
-5034 4571 -4743 
-1352 1447 -2289 
-1216 3270 -6810 
-8349 8996 -7328 
7461 -5419 7177 
7144 7066 -8013 
6034 3687 -4402 
-5592 63 -5598 
-4044 -8083 7657 
-6755 1458 -873 
3848 -9096 2411 
-3110 -7981 -3459 
-8841 5781 2861 
6621 4809 -8650 
6045 3735 6977 
6769 -4553 7320 
4252 5083 3953 
4273 2066 -9050 
-4199 -1483 8242 
7834 -4798 -9778 
-4947 4534 6228 
2143 7043 6077 
-21 5813 9215 
-3069 5888 -99 
3625 8405 7355 
2879 -5954 9035 
1357 2999 -2070 
-9886 -1741 7810 
2317 7924 -2333 
8334 2538 -3389 
7679 1191 -6333 
-8020 1259 -4438 
-5721 -9363 -1106 
4577 -2038 -7706 
-6921 -9584 5364 
745 3341 9530 
-4589 -1646 -635 
-117 -4131 1665 
-3591 -3337 6828 
-7972 -3257 -1545 
-1533 -4282 -5791 
7027 9005 9353 
878 -7154 -9681 
-5619 -933 1200 
-3632 5114 -9925 
-331 5288 -1347 
-5879 8103 -6647 
1378 -8556 394 
-3267 -5709 9358 
-6655 -6648 9218 
9850 -8277 1852 
-1699 -9048 -4898 
-1346 500 4241 
-4037 9977 7285 
399 -3568 7258 
-4245 -6777 -8204 
-8207 -2787 -2553 
1307 9773 5213 
3563 -5789 7794 
-7705 8636 2104 
-8934 8769 6682 
3639 3175 7904 
6038 4098 -8242 
-9602 959 8898 
-8743 -9362 3392 
4458 6936 5622 
-4017 5223 -5517 
1480 -2705 6980 
-9427 -4190 -7964 
-3110 1868 -541 
6922 2429 5807 
458 7522 -4196 
4269 -1039 4872 
-6441 -9740 -1593 
-9949 -6347 -7996 
-3340 3064 6459 
8902 -6399 -940 
734 -4807 415 
8131 4162 -6973 
9143 2897 -2607 
7881 -7998 6273 
-2612 2995 3310 
4248 1643 -4901 
9668 3416 557 
6605 -1711 4281 
-6126 4928 3340 
433 5601 730 
-3616 68 -5898 
9249 7172 -373 
-9751 9660 -318 
4576 -3888 8151 
-1520 1194 8034 
-2593 5658 3008 
5447 2299 3235 
-7867 8309 273 
-344 4511 1448 
-3745 3106 4046 
9937 -937 4806 
-1684 -6861 -7838 
3759 6113 6759 
4997 -9948 -3822 
4452 -8115 -191 
-8913 -9926 -9017 
5023 -9945 813 
-4879 5122 8711 
-5341 -8306 -2847 
-4971 -2730 7577 
-2508 -1392 6304 
-542 -1697 4687 
-9976 2710 -1830 
-4836 8120 -1087 
2382 13 8802 
-6310 -4818 -1828 
7963 -9697 -1752 
7657 -1094 -6428 
7842 464 1008 
1739 -4330 -2014 
-137 3617 -6126 
286 9661 1834 
-2700 5763 -6603 
7769 -8657 3477 
-5883 -7163 6087 
-6771 -4296 6006 
-402 -8320 -793 
-1889 -7090 -8648 
7787 7697 -318 
-1572 -912 7186 
-2385 -999 1841 
7009 -1796 -4818 
3139 -1124 5854 
